Gene_Family	Sub_Family	Genomic_Locus_Tag
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT1G19910
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT4G34720
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT1G76030
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT5G47030
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT1G15700
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT5G13450
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G09650
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G11150
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT1G64200
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT1G20260
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G38510
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT3G01390
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT3G28715
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT3G42050
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT3G58730
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT3G32990
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G26710
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G02620
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT2G16510
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT2G28520
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT5G55290
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT1G12840
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G25950
Primary Pumps (ATPases) Gene Families	V-Type ATPase	AT4G23710
Rad5/16-like gene family	NULL	At5g43530
Rad5/16-like gene family	NULL	At5g05130
Rad5/16-like gene family	NULL	At3g16600
Rad5/16-like gene family	NULL	At5g22750
Rad5/16-like gene family	NULL	At1g11100
Rad5/16-like gene family	NULL	At1g02670
Rad5/16-like gene family	NULL	At1g05120
Rad5/16-like gene family	NULL	At1g61140
Rad5/16-like gene family	NULL	At1g50410
Rad5/16-like gene family	NULL	At3g20010
RAV Transcription Factor Family	NULL	At1g68840
RAV Transcription Factor Family	NULL	At3g25730
RAV Transcription Factor Family	NULL	At1g51120
RAV Transcription Factor Family	NULL	At1g13260
RAV Transcription Factor Family	NULL	At3g11580
RAV Transcription Factor Family	NULL	At4g01500
RAV Transcription Factor Family	NULL	At2g36080
RAV Transcription Factor Family	NULL	At5g06250
RAV Transcription Factor Family	NULL	At2g46870
RAV Transcription Factor Family	NULL	At1g50680
RAV Transcription Factor Family	NULL	At3g61970
RCI2 gene Family	NULL	AT3G05880
RCI2 gene Family	NULL	AT3G05890
RCI2 gene Family	NULL	AT1G57550
RCI2 gene Family	NULL	AT2G24040
RCI2 gene Family	NULL	AT4G30650
RCI2 gene Family	NULL	AT4G30660
RCI2 gene Family	NULL	AT4G28088
RCI2 gene Family	NULL	AT2G38905
Receptor kinase-like protein family	NULL	AT5G24100
Receptor kinase-like protein family	NULL	AT5G58050
Receptor kinase-like protein family	NULL	AT4G39400
Receptor kinase-like protein family	NULL	AT5G40170
Receptor kinase-like protein family	NULL	AT4G13920
Receptor kinase-like protein family	NULL	AT1G47890
Receptor kinase-like protein family	NULL	AT3G11080
Receptor kinase-like protein family	NULL	AT3G23110
Receptor kinase-like protein family	NULL	AT3G23120
Receptor kinase-like protein family	NULL	AT3G25010
Receptor kinase-like protein family	NULL	AT3G28890
Receptor kinase-like protein family	NULL	AT3G25000
Receptor kinase-like protein family	NULL	AT5G25910
Receptor kinase-like protein family	NULL	AT4G11490
Receptor kinase-like protein family	NULL	AT1G12460
Receptor kinase-like protein family	NULL	AT1G16110
Receptor kinase-like protein family	NULL	AT1G16120
Receptor kinase-like protein family	NULL	AT1G16130
Receptor kinase-like protein family	NULL	AT1G16150
Receptor kinase-like protein family	NULL	AT1G16160
Receptor kinase-like protein family	NULL	AT1G17910
Receptor kinase-like protein family	NULL	AT1G21230
Receptor kinase-like protein family	NULL	AT1G21240
Receptor kinase-like protein family	NULL	AT1G21250
Receptor kinase-like protein family	NULL	AT1G29740
Receptor kinase-like protein family	NULL	AT1G49730
Receptor kinase-like protein family	NULL	AT1G51790
Receptor kinase-like protein family	NULL	AT1G51800
Receptor kinase-like protein family	NULL	AT1G51820
Receptor kinase-like protein family	NULL	AT1G51830
Receptor kinase-like protein family	NULL	AT1G51860
Receptor kinase-like protein family	NULL	AT1G51940
Receptor kinase-like protein family	NULL	AT1G53420
Receptor kinase-like protein family	NULL	AT1G62090
Receptor kinase-like protein family	NULL	AT1G64210
Receptor kinase-like protein family	NULL	AT1G66970
Receptor kinase-like protein family	NULL	AT1G66980
Receptor kinase-like protein family	NULL	AT1G67510
Receptor kinase-like protein family	NULL	AT1G70130
Receptor kinase-like protein family	NULL	AT1G73080
Receptor kinase-like protein family	NULL	AT1G78940
Receptor kinase-like protein family	NULL	AT1G78980
Receptor kinase-like protein family	NULL	AT1G79620
Receptor kinase-like protein family	NULL	AT1G79670
Receptor kinase-like protein family	NULL	AT4G26690
Receptor kinase-like protein family	NULL	AT5G10530
Receptor kinase-like protein family	NULL	AT1G72180
Receptor kinase-like protein family	NULL	AT1G49100
Receptor kinase-like protein family	NULL	AT1G51850
Receptor kinase-like protein family	NULL	AT1G51880
Receptor kinase-like protein family	NULL	AT1G51890
Receptor kinase-like protein family	NULL	AT4G02410
Receptor kinase-like protein family	NULL	AT4G02420
Receptor kinase-like protein family	NULL	AT4G04960
Receptor kinase-like protein family	NULL	AT1G29750
Receptor kinase-like protein family	NULL	AT5G56890
Receptor kinase-like protein family	NULL	AT3G55550
Receptor kinase-like protein family	NULL	AT1G07550
Receptor kinase-like protein family	NULL	AT1G07560
Receptor kinase-like protein family	NULL	AT1G33260
Receptor kinase-like protein family	NULL	AT1G52310
Receptor kinase-like protein family	NULL	AT1G62950
Receptor kinase-like protein family	NULL	AT1G71830
Receptor kinase-like protein family	NULL	AT3G45860
Receptor kinase-like protein family	NULL	AT4G23130
Receptor kinase-like protein family	NULL	AT4G23250
Receptor kinase-like protein family	NULL	AT5G38990
Receptor kinase-like protein family	NULL	AT5G39000
Receptor kinase-like protein family	NULL	AT1G48480
Receptor kinase-like protein family	NULL	AT4G31220
Receptor kinase-like protein family	NULL	AT5G10290
Receptor kinase-like protein family	NULL	AT3G05360
Receptor kinase-like protein family	NULL	AT3G05370
Receptor kinase-like protein family	NULL	AT3G05650
Receptor kinase-like protein family	NULL	AT3G05660
Receptor kinase-like protein family	NULL	AT3G11010
Receptor kinase-like protein family	NULL	AT4G04220
Receptor kinase-like protein family	NULL	AT4G13820
Receptor kinase-like protein family	NULL	AT4G13900
Receptor kinase-like protein family	NULL	AT2G15080
Receptor kinase-like protein family	NULL	AT2G25440
Receptor kinase-like protein family	NULL	AT2G32660
Receptor kinase-like protein family	NULL	AT2G32680
Receptor kinase-like protein family	NULL	AT2G01210
Receptor kinase-like protein family	NULL	AT3G24660
Receptor kinase-like protein family	NULL	AT2G33020
Receptor kinase-like protein family	NULL	AT2G33050
Receptor kinase-like protein family	NULL	AT2G33060
Receptor kinase-like protein family	NULL	AT1G05700
Receptor kinase-like protein family	NULL	AT2G20850
Receptor kinase-like protein family	NULL	AT2G23950
Receptor kinase-like protein family	NULL	AT4G03390
Receptor kinase-like protein family	NULL	AT4G02010
Receptor kinase-like protein family	NULL	AT3G46400
Receptor kinase-like protein family	NULL	AT3G51740
Receptor kinase-like protein family	NULL	AT3G56370
Receptor kinase-like protein family	NULL	AT3G59420
Receptor kinase-like protein family	NULL	AT3G59420
Receptor kinase-like protein family	NULL	AT4G23160
Receptor kinase-like protein family	NULL	AT4G23230
Receptor kinase-like protein family	NULL	AT4G31110
Receptor kinase-like protein family	NULL	AT5G01890
Receptor kinase-like protein family	NULL	AT5G01950
Receptor kinase-like protein family	NULL	AT5G35380
Receptor kinase-like protein family	NULL	AT5G39030
Receptor kinase-like protein family	NULL	AT5G62230
Receptor kinase-like protein family	NULL	AT5G66790
Receptor kinase-like protein family	NULL	AT1G69730
Receptor kinase-like protein family	NULL	AT1G69910
Receptor kinase-like protein family	NULL	AT1G70520
Receptor kinase-like protein family	NULL	AT1G70530
Receptor kinase-like protein family	NULL	AT3G02130
Receptor kinase-like protein family	NULL	AT3G02880
Receptor kinase-like protein family	NULL	AT3G08680
Receptor kinase-like protein family	NULL	AT3G13065
Receptor kinase-like protein family	NULL	AT3G21630
Receptor kinase-like protein family	NULL	AT5G02070
Receptor kinase-like protein family	NULL	AT2G21480
Receptor kinase-like protein family	NULL	AT2G23200
Receptor kinase-like protein family	NULL	AT2G23450
Receptor kinase-like protein family	NULL	AT2G23770
Receptor kinase-like protein family	NULL	AT2G28250
Receptor kinase-like protein family	NULL	AT2G29220
Receptor kinase-like protein family	NULL	AT2G29250
Receptor kinase-like protein family	NULL	AT2G39360
Receptor kinase-like protein family	NULL	AT2G48010
Receptor kinase-like protein family	NULL	AT5G12000
Receptor kinase-like protein family	NULL	AT1G08590
Receptor kinase-like protein family	NULL	AT1G60630
Receptor kinase-like protein family	NULL	AT1G68400
Receptor kinase-like protein family	NULL	AT4G23740
Receptor kinase-like protein family	NULL	AT4G36180
Receptor kinase-like protein family	NULL	AT2G43690
Receptor kinase-like protein family	NULL	AT2G43700
Receptor kinase-like protein family	NULL	AT1G72460
Receptor kinase-like protein family	NULL	AT4G04490
Receptor kinase-like protein family	NULL	AT4G04500
Receptor kinase-like protein family	NULL	AT4G04510
Receptor kinase-like protein family	NULL	AT4G04540
Receptor kinase-like protein family	NULL	AT4G39110
Receptor kinase-like protein family	NULL	AT5G35390
Receptor kinase-like protein family	NULL	AT2G04300
Receptor kinase-like protein family	NULL	AT2G14440
Receptor kinase-like protein family	NULL	AT2G14510
Receptor kinase-like protein family	NULL	AT2G15300
Receptor kinase-like protein family	NULL	AT2G19190
Receptor kinase-like protein family	NULL	AT2G19210
Receptor kinase-like protein family	NULL	AT2G19230
Receptor kinase-like protein family	NULL	AT2G23300
Receptor kinase-like protein family	NULL	AT2G25790
Receptor kinase-like protein family	NULL	AT2G28970
Receptor kinase-like protein family	NULL	AT2G28990
Receptor kinase-like protein family	NULL	AT2G31880
Receptor kinase-like protein family	NULL	AT2G35620
Receptor kinase-like protein family	NULL	AT2G36570
Receptor kinase-like protein family	NULL	AT2G37050
Receptor kinase-like protein family	NULL	AT2G37710
Receptor kinase-like protein family	NULL	AT2G41820
Receptor kinase-like protein family	NULL	AT1G30570
Receptor kinase-like protein family	NULL	AT3G08870
Receptor kinase-like protein family	NULL	AT4G29180
Receptor kinase-like protein family	NULL	AT2G33580
Receptor kinase-like protein family	NULL	AT1G16260
Receptor kinase-like protein family	NULL	AT1G55610
Receptor kinase-like protein family	NULL	AT3G17840
Receptor kinase-like protein family	NULL	AT3G28450
Receptor kinase-like protein family	NULL	AT4G21230
Receptor kinase-like protein family	NULL	AT4G31250
Receptor kinase-like protein family	NULL	AT3G55950
Receptor kinase-like protein family	NULL	AT1G75820
Receptor kinase-like protein family	NULL	AT3G20190
Receptor kinase-like protein family	NULL	AT1G27190
Receptor kinase-like protein family	NULL	AT1G28440
Receptor kinase-like protein family	NULL	AT3G47090
Receptor kinase-like protein family	NULL	AT3G47580
Receptor kinase-like protein family	NULL	AT4G37250
Receptor kinase-like protein family	NULL	AT5G43020
Receptor kinase-like protein family	NULL	AT5G47850
Receptor kinase-like protein family	NULL	AT3G47570
Receptor kinase-like protein family	NULL	AT3G59740
Receptor kinase-like protein family	NULL	AT3G53380
Receptor kinase-like protein family	NULL	AT1G15530
Receptor kinase-like protein family	NULL	AT3G59750
Receptor kinase-like protein family	NULL	AT5G42120
Receptor kinase-like protein family	NULL	AT3G59730
Receptor kinase-like protein family	NULL	AT3G45440
Receptor kinase-like protein family	NULL	AT5G01540
Receptor kinase-like protein family	NULL	AT5G01560
Receptor kinase-like protein family	NULL	AT5G03140
Receptor kinase-like protein family	NULL	AT5G60270
Receptor kinase-like protein family	NULL	AT5G60280
Receptor kinase-like protein family	NULL	AT5G60300
Receptor kinase-like protein family	NULL	AT5G60310
Receptor kinase-like protein family	NULL	AT3G45430
Receptor kinase-like protein family	NULL	AT5G49660
Receptor kinase-like protein family	NULL	AT1G66830
Receptor kinase-like protein family	NULL	AT5G20480
Receptor kinase-like protein family	NULL	AT5G20690
Receptor kinase-like protein family	NULL	AT1G80640
Receptor kinase-like protein family	NULL	AT3G47110
Receptor kinase-like protein family	NULL	AT4G05200
Receptor kinase-like protein family	NULL	AT4G20450
Receptor kinase-like protein family	NULL	AT4G26540
Receptor kinase-like protein family	NULL	AT5G46330
Receptor kinase-like protein family	NULL	AT3G46290
Receptor kinase-like protein family	NULL	AT3G42880
Receptor kinase-like protein family	NULL	AT3G50230
Receptor kinase-like protein family	NULL	AT5G16900
Receptor kinase-like protein family	NULL	AT1G67720
Receptor kinase-like protein family	NULL	AT1G69270
Receptor kinase-like protein family	NULL	AT5G49760
Receptor kinase-like protein family	NULL	AT5G49780
Receptor kinase-like protein family	NULL	AT5G51350
Receptor kinase-like protein family	NULL	AT4G08850
Receptor kinase-like protein family	NULL	AT5G06940
Receptor kinase-like protein family	NULL	AT5G16000
Receptor kinase-like protein family	NULL	AT5G37450
Receptor kinase-like protein family	NULL	AT5G48740
Receptor kinase-like protein family	NULL	AT5G53320
Receptor kinase-like protein family	NULL	AT5G56040
Receptor kinase-like protein family	NULL	AT5G65600
Receptor kinase-like protein family	NULL	AT5G65700
Receptor kinase-like protein family	NULL	AT5G65710
Receptor kinase-like protein family	NULL	AT5G38280
Receptor kinase-like protein family	NULL	AT1G66910
Receptor kinase-like protein family	NULL	AT4G18250
Receptor kinase-like protein family	NULL	AT5G38260
Receptor kinase-like protein family	NULL	AT1G60800
Receptor kinase-like protein family	NULL	AT1G66930
Receptor kinase-like protein family	NULL	AT1G70110
Receptor kinase-like protein family	NULL	AT1G56120
Receptor kinase-like protein family	NULL	AT3G45330
Receptor kinase-like protein family	NULL	AT3G45390
Receptor kinase-like protein family	NULL	AT3G45410
Receptor kinase-like protein family	NULL	AT3G45420
Receptor kinase-like protein family	NULL	AT3G57830
Receptor kinase-like protein family	NULL	AT4G04570
Receptor kinase-like protein family	NULL	AT5G05160
Receptor kinase-like protein family	NULL	AT5G06820
Receptor kinase-like protein family	NULL	AT5G07180
Receptor kinase-like protein family	NULL	AT5G16590
Receptor kinase-like protein family	NULL	AT5G40380
Receptor kinase-like protein family	NULL	AT5G45780
Receptor kinase-like protein family	NULL	AT5G58300
Receptor kinase-like protein family	NULL	AT5G59270
Receptor kinase-like protein family	NULL	AT5G60320
Receptor kinase-like protein family	NULL	AT5G65240
Receptor kinase-like protein family	NULL	AT5G67280
Receptor kinase-like protein family	NULL	AT5G25930
Receptor kinase-like protein family	NULL	AT4G38830
Receptor kinase-like protein family	NULL	AT5G20050
Receptor kinase-like protein family	NULL	AT4G28490
Receptor kinase-like protein family	NULL	AT3G46330
Receptor kinase-like protein family	NULL	AT3G46340
Receptor kinase-like protein family	NULL	AT3G46350
Receptor kinase-like protein family	NULL	AT3G46370
Receptor kinase-like protein family	NULL	AT5G59700
Receptor kinase-like protein family	NULL	AT5G61350
Receptor kinase-like protein family	NULL	AT1G17750
Receptor kinase-like protein family	NULL	AT1G50610
Receptor kinase-like protein family	NULL	AT1G69990
Receptor kinase-like protein family	NULL	AT1G75640
Receptor kinase-like protein family	NULL	AT5G07280
Receptor kinase-like protein family	NULL	AT1G53440
Receptor kinase-like protein family	NULL	AT1G07650
Receptor kinase-like protein family	NULL	AT1G17540
Receptor kinase-like protein family	NULL	AT1G53430
Receptor kinase-like protein family	NULL	AT3G51550
Receptor kinase-like protein family	NULL	AT5G27060
Receptor kinase-like protein family	NULL	AT1G11050
Receptor kinase-like protein family	NULL	AT4G23280
Receptor kinase-like protein family	NULL	AT4G21410
Receptor kinase-like protein family	NULL	AT4G23140
Receptor kinase-like protein family	NULL	AT4G23150
Receptor kinase-like protein family	NULL	AT4G23190
Receptor kinase-like protein family	NULL	AT4G23210
Receptor kinase-like protein family	NULL	AT4G23220
Receptor kinase-like protein family	NULL	AT4G23290
Receptor kinase-like protein family	NULL	AT4G23300
Receptor kinase-like protein family	NULL	AT4G23320
Receptor kinase-like protein family	NULL	AT4G11460
Receptor kinase-like protein family	NULL	AT4G11480
Receptor kinase-like protein family	NULL	AT4G28670
Receptor kinase-like protein family	NULL	AT4G11530
Receptor kinase-like protein family	NULL	AT4G21400
Receptor kinase-like protein family	NULL	AT3G59700
Receptor kinase-like protein family	NULL	AT3G53810
Receptor kinase-like protein family	NULL	AT4G29050
Receptor kinase-like protein family	NULL	AT5G55830
Receptor kinase-like protein family	NULL	AT3G21340
